id_ticket,id_cliente,data_abertura,canal,categoria,texto_reclamacao,csat,nps
T000864,C01397,2024-01-19,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,6
T000865,C01398,2023-12-06,Chat,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,3
T000866,C01399,2024-12-11,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01399@exemplo.com.br.,4,8
T000867,C01400,2023-12-28,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000868,C01401,2025-02-19,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01401@exemplo.com.br.,3,7
T000869,C01402,2024-09-01,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01402@exemplo.com.br.,4,7
T000870,C01404,2023-02-28,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Gabriela Araújo!",5,7
T000871,C01404,2023-07-10,Chat,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01404@exemplo.com.br e ainda não recebi retorno.",3,5
T000872,C01405,2023-01-07,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,10
T000873,C01407,2023-01-21,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01407@exemplo.com.br.,2,8
T000874,C01408,2024-03-17,Email,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c01408@exemplo.com.br e ainda não recebi retorno.",1,4
T000875,C01408,2025-02-16,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,6
T000876,C01409,2023-11-03,Telefone,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c01409@exemplo.com.br e ainda não recebi retorno.",3,6
T000877,C01410,2025-04-03,Telefone,Cancelamento,Já pedi cancelamento e continuam cobrando. Falar com Felipe Martins no telefone 21 3344-5566.,2,4
T000878,C01410,2024-08-11,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,6
T000879,C01411,2023-04-25,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,7
T000880,C01411,2024-07-23,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Marina Silva!",4,8
T000881,C01412,2023-12-15,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,10
T000882,C01413,2023-01-04,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,8
T000883,C01416,2024-06-15,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,10
T000884,C01416,2023-04-18,Telefone,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,8
T000885,C01417,2023-12-19,Chat,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01417@exemplo.com.br e ainda não recebi retorno.",3,6
T000886,C01419,2025-02-10,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000887,C01422,2025-06-12,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,3
T000888,C01427,2025-02-03,Chat,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c01427@exemplo.com.br e ainda não recebi retorno.",2,4
T000889,C01428,2024-01-24,Telefone,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,4
T000890,C01434,2024-01-10,Chat,Cancelamento,Já pedi cancelamento e continuam cobrando. Falar com Lucas Santos no telefone 21 3344-5566.,1,5
T000891,C01435,2023-09-28,Email,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,4
T000892,C01438,2024-02-16,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,9
T000893,C01438,2023-04-13,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Karina Moraes!",4,9
T000894,C01443,2025-03-09,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,9
T000895,C01443,2024-02-27,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Paulo Martins!",5,9
T000896,C01443,2025-03-14,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000897,C01446,2023-05-02,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,6
T000898,C01448,2023-10-15,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,9
T000899,C01451,2024-10-11,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,7
T000900,C01451,2025-06-27,Telefone,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01451@exemplo.com.br.,3,6
T000901,C01451,2023-01-12,Email,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,5
T000902,C01453,2025-04-08,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Elaine Teixeira!",3,7
T000903,C01453,2025-03-27,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01453@exemplo.com.br.,2,6
T000904,C01457,2023-11-06,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,10
T000905,C01459,2024-06-22,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000906,C01460,2023-05-07,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01460@exemplo.com.br.,4,6
T000907,C01465,2024-08-11,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000908,C01467,2023-04-19,Email,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,6
T000909,C01468,2024-10-21,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,6
T000910,C01470,2023-09-20,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000911,C01474,2024-03-13,Chat,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01474@exemplo.com.br e ainda não recebi retorno.",3,4
T000912,C01475,2024-03-12,Email,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,1,6
T000913,C01475,2023-03-03,Chat,Cancelamento,Já pedi cancelamento e continuam cobrando. Falar com Gabriela Moraes no telefone 21 3344-5566.,2,6
T000914,C01476,2024-10-22,Email,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000915,C01477,2023-04-23,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000916,C01478,2023-02-19,Telefone,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Carla Carvalho no telefone 21 3344-5566.,3,6
T000917,C01478,2024-02-09,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,8
T000918,C01480,2023-10-10,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,6
T000919,C01483,2024-01-08,Email,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,1,0
T000920,C01483,2023-08-13,Email,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,0
T000921,C01484,2024-05-24,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,3
T000922,C01484,2024-06-02,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Rafael Araújo!",3,6
T000923,C01484,2023-04-13,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,3
T000924,C01485,2024-05-14,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Rafael Santos!",5,10
T000925,C01487,2025-02-19,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Karina Oliveira!",5,10
T000926,C01490,2023-06-22,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000927,C01491,2023-12-23,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,6
T000928,C01494,2024-06-10,Email,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01494@exemplo.com.br e ainda não recebi retorno.",2,3
T000929,C01495,2023-07-19,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,6
T000930,C01497,2023-04-18,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,6
T000931,C01499,2025-04-07,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000932,C01499,2024-09-17,Telefone,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000933,C01501,2023-09-23,Email,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c01501@exemplo.com.br e ainda não recebi retorno.",3,5
T000934,C01501,2024-11-11,Chat,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,5
T000935,C01502,2024-02-11,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01502@exemplo.com.br.,2,5
T000936,C01502,2024-07-08,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,5
T000937,C01507,2025-05-09,Telefone,Cobrança,Já pedi cancelamento e continuam cobrando. Falar com Rafael Gomes no telefone 21 3344-5566.,1,4
T000938,C01511,2024-11-12,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01511@exemplo.com.br.,4,8
T000939,C01512,2023-07-12,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000940,C01514,2023-10-25,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000941,C01514,2025-01-23,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000942,C01519,2024-01-03,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000943,C01520,2025-03-09,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01520@exemplo.com.br.,4,8
T000944,C01521,2023-02-01,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,6
T000945,C01522,2023-03-10,Email,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,1,0
T000946,C01523,2025-05-07,Email,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c01523@exemplo.com.br e ainda não recebi retorno.",1,2
T000947,C01526,2025-01-05,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000948,C01527,2023-02-15,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,6
T000949,C01527,2025-01-26,Telefone,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,2
T000950,C01528,2023-01-13,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,9
T000951,C01529,2023-01-25,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,8
T000952,C01530,2023-10-25,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000953,C01534,2023-08-10,Email,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,2,6
T000954,C01535,2024-01-11,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000955,C01536,2023-09-16,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,5
T000956,C01537,2023-07-06,Chat,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000957,C01538,2024-08-07,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,7
T000958,C01540,2024-02-03,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Rafael Carvalho!",5,9
T000959,C01540,2025-01-09,Telefone,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01540@exemplo.com.br.,4,8
T000960,C01544,2023-10-26,Chat,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000961,C01545,2023-06-21,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,6
T000962,C01545,2024-05-06,Chat,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,1,3
T000963,C01546,2025-03-05,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01546@exemplo.com.br.,4,8
T000964,C01547,2023-03-03,Chat,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,5
T000965,C01550,2023-08-03,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000966,C01551,2025-04-04,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,6
T000967,C01551,2023-04-06,Telefone,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Rafael Gomes no telefone 21 3344-5566.,2,3
T000968,C01554,2023-10-18,Chat,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,2
T000969,C01555,2023-03-23,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01555@exemplo.com.br.,4,6
T000970,C01559,2024-05-07,Email,Cancelamento,Já pedi cancelamento e continuam cobrando. Falar com Carla Melo no telefone 21 3344-5566.,3,6
T000971,C01559,2024-12-13,Email,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000972,C01559,2024-02-13,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,8
T000973,C01560,2025-03-18,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,8
T000974,C01561,2023-12-23,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,8
T000975,C01566,2023-05-07,Telefone,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000976,C01566,2024-08-07,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000977,C01568,2023-11-23,Telefone,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01568@exemplo.com.br e ainda não recebi retorno.",3,6
T000978,C01568,2024-12-28,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,8
T000979,C01569,2023-11-16,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000980,C01572,2023-01-16,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000981,C01574,2025-04-06,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Nuno Martins!",5,7
T000982,C01574,2023-04-06,Telefone,Cobrança,Já pedi cancelamento e continuam cobrando. Falar com Nuno Martins no telefone 21 3344-5566.,3,5
T000983,C01575,2024-08-15,Email,Cobrança,Já pedi cancelamento e continuam cobrando. Falar com Marina Ribeiro no telefone 21 3344-5566.,1,3
T000984,C01575,2023-02-09,Chat,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01575@exemplo.com.br e ainda não recebi retorno.",1,3
T000985,C01577,2023-08-09,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000986,C01580,2023-04-22,Chat,Cancelamento,Já pedi cancelamento e continuam cobrando. Falar com Diego Ribeiro no telefone 21 3344-5566.,2,5
T000987,C01580,2024-05-18,Email,Cancelamento,Já pedi cancelamento e continuam cobrando. Falar com Diego Ribeiro no telefone 21 3344-5566.,2,5
T000988,C01582,2024-05-26,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,7
T000989,C01582,2023-01-02,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01582@exemplo.com.br.,4,6
T000990,C01582,2024-03-13,Email,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c01582@exemplo.com.br e ainda não recebi retorno.",3,5
T000991,C01583,2024-06-07,Email,Cobrança,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,2,3
T000992,C01584,2023-09-02,Telefone,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,4
T000993,C01584,2023-02-04,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,6
T000994,C01588,2023-04-17,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,8
T000995,C01589,2024-06-11,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01589@exemplo.com.br.,2,8
T000996,C01592,2023-06-03,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,9
T000997,C01593,2025-06-23,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,8
T000998,C01597,2023-07-23,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01597@exemplo.com.br.,4,8
T000999,C01599,2023-01-10,Telefone,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01599@exemplo.com.br.,2,8
T001000,C01599,2024-05-09,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",3,10
T001001,C01605,2024-12-19,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Sofia Pereira!",3,6
T001002,C01606,2024-05-02,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01606@exemplo.com.br.,4,7
T001003,C01607,2024-08-03,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,7
T001004,C01607,2023-10-06,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01607@exemplo.com.br.,3,7
T001005,C01609,2023-07-16,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01609@exemplo.com.br.,4,7
T001006,C01609,2024-04-19,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Olívia Araújo!",5,8
T001007,C01611,2023-06-07,Telefone,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01611@exemplo.com.br.,4,8
T001008,C01612,2024-10-24,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01612@exemplo.com.br.,3,4
T001009,C01612,2024-05-03,Telefone,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,4
T001010,C01613,2024-06-14,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T001011,C01617,2024-02-04,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T001012,C01620,2023-03-14,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,9
T001013,C01620,2023-03-15,Chat,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,6
T001014,C01621,2023-03-25,Chat,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,2,4
T001015,C01622,2023-11-16,Email,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c01622@exemplo.com.br e ainda não recebi retorno.",3,6
T001016,C01623,2023-02-12,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01623@exemplo.com.br.,2,7
T001017,C01624,2023-03-04,Telefone,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,2,3
T001018,C01625,2025-01-26,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T001019,C01627,2023-10-13,Email,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,4
T001020,C01627,2024-02-10,Chat,Cobrança,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,2,3
T001021,C01632,2024-03-15,Telefone,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01632@exemplo.com.br.,4,8
T001022,C01635,2024-06-23,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,10
T001023,C01637,2023-01-06,Telefone,Cobrança,Já pedi cancelamento e continuam cobrando. Falar com Karina Martins no telefone 21 3344-5566.,3,0
T001024,C01637,2023-08-13,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01637@exemplo.com.br.,4,3
T001025,C01638,2023-08-25,Email,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,1,3
T001026,C01638,2024-09-05,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Sofia Lima!",3,6
T001027,C01640,2023-12-28,Chat,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,6
T001028,C01640,2023-02-26,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Paulo Rocha!",4,10
T001029,C01642,2024-09-27,Telefone,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,3
T001030,C01642,2024-03-09,Telefone,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,3
T001031,C01643,2024-11-18,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T001032,C01644,2023-12-11,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Carla Silva!",5,9
T001033,C01649,2023-08-28,Chat,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c01649@exemplo.com.br e ainda não recebi retorno.",3,6
T001034,C01653,2024-05-18,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,5
T001035,C01657,2023-01-16,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01657@exemplo.com.br.,3,4
T001036,C01657,2023-03-12,Chat,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c01657@exemplo.com.br e ainda não recebi retorno.",2,3
T001037,C01658,2023-01-10,Chat,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,7
T001038,C01659,2023-04-03,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01659@exemplo.com.br.,3,5
T001039,C01661,2024-10-26,Email,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01661@exemplo.com.br e ainda não recebi retorno.",3,6
T001040,C01666,2024-09-19,Email,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,6
T001041,C01670,2024-09-03,Telefone,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01670@exemplo.com.br e ainda não recebi retorno.",3,6
T001042,C01671,2024-09-26,Telefone,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,6
T001043,C01671,2025-08-01,Telefone,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c01671@exemplo.com.br e ainda não recebi retorno.",2,6
T001044,C01677,2023-04-11,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Isabela Silva!",5,8
T001045,C01678,2025-07-13,Telefone,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c01678@exemplo.com.br e ainda não recebi retorno.",3,6
T001046,C01678,2023-12-23,Email,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,6
T001047,C01682,2024-05-25,Telefone,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01682@exemplo.com.br.,4,7
T001048,C01683,2024-07-01,Telefone,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01683@exemplo.com.br.,3,3
T001049,C01685,2024-05-01,Telefone,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01685@exemplo.com.br e ainda não recebi retorno.",1,2
T001050,C01685,2023-08-09,Email,Cobrança,Já pedi cancelamento e continuam cobrando. Falar com Lucas Barbosa no telefone 21 3344-5566.,1,2
T001051,C01686,2024-02-10,Chat,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,8
T001052,C01686,2024-02-02,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Karina Cardoso!",4,10
T001053,C01687,2025-02-12,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T001054,C01689,2023-01-20,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01689@exemplo.com.br.,3,7
T001055,C01691,2024-05-14,Chat,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T001056,C01695,2024-07-19,Telefone,Cobrança,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,2,6
T001057,C01696,2023-08-18,Chat,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T001058,C01699,2024-03-05,Email,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,5
T001059,C01699,2023-12-15,Telefone,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01699@exemplo.com.br.,2,6
T001060,C01699,2025-07-08,Telefone,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01699@exemplo.com.br.,2,6
T001061,C01704,2024-07-23,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T001062,C01704,2023-08-22,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T001063,C01706,2023-02-27,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T001064,C01707,2025-03-24,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,9
T001065,C01711,2023-12-06,Email,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,2,7
T001066,C01712,2023-07-20,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,9
T001067,C01714,2023-07-09,Email,Cobrança,Já pedi cancelamento e continuam cobrando. Falar com Lucas Ferreira no telefone 21 3344-5566.,3,6
T001068,C01715,2023-01-20,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Marina Silva!",4,10
T001069,C01716,2023-01-05,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,7
T001070,C01717,2025-07-22,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T001071,C01718,2025-01-27,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01718@exemplo.com.br.,4,5
T001072,C01719,2023-01-16,Chat,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,6
T001073,C01723,2023-08-10,Telefone,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Isabela Moraes no telefone 21 3344-5566.,1,1
T001074,C01725,2024-03-19,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,5
T001075,C01726,2024-11-10,Telefone,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T001076,C01726,2024-11-02,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01726@exemplo.com.br.,4,8
T001077,C01730,2025-04-08,Telefone,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,6
T001078,C01730,2023-08-06,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,8
